"tt0097204"	"4.5"	"20"	\N	\N	\N
"tt0097253"	"7.8"	"1057"	\N	\N	\N
"tt0097298"	"2.7"	"133"	\N	\N	\N
"tt0097318"	"3.6"	"54"	\N	\N	\N
"tt0097339"	"6.9"	"118"	\N	\N	\N
"tt0097348"	"6.3"	"190"	\N	\N	\N
"tt0097365"	"3.3"	"1292"	\N	\N	\N
"tt0097394"	"6.0"	"145"	\N	\N	\N
"tt0097405"	"4.7"	"96"	\N	\N	\N
"tt0097416"	"7.2"	"1461"	\N	\N	\N
"tt0097429"	"3.7"	"1914"	\N	\N	\N
"tt0097462"	"6.6"	"22"	\N	\N	\N
"tt0097472"	"5.1"	"52"	\N	\N	\N
"tt0097475"	"7.1"	"21"	\N	\N	\N
"tt0097505"	"4.7"	"77"	\N	\N	\N
"tt0097506"	"4.2"	"8"	\N	\N	\N
"tt0097516"	"5.4"	"73"	\N	\N	\N
"tt0097519"	"5.6"	"8"	\N	\N	\N
"tt0097525"	"5.7"	"31"	\N	\N	\N
"tt0097540"	"7.4"	"5"	\N	\N	\N
"tt0097550"	"5.6"	"744"	\N	\N	\N
"tt0097571"	"7.7"	"17"	\N	\N	\N
"tt0097573"	"3.5"	"437"	\N	\N	\N
"tt0097578"	"6.6"	"39"	\N	\N	\N
"tt0097585"	"6.8"	"57"	\N	\N	\N
"tt0097615"	"6.2"	"6"	\N	\N	\N
"tt0097619"	"6.2"	"185"	\N	\N	\N
"tt0097631"	"4.5"	"87"	\N	\N	\N
"tt0097638"	"5.7"	"119"	\N	\N	\N
"tt0097644"	"5.7"	"43"	\N	\N	\N
"tt0097655"	"5.3"	"168"	\N	\N	\N
"tt0097667"	"4.8"	"83"	\N	\N	\N
"tt0097668"	"6.6"	"156"	\N	\N	\N
"tt0097683"	"6.6"	"34"	\N	\N	\N
"tt0097697"	"5.9"	"21"	\N	\N	\N
"tt0097709"	"6.8"	"123"	\N	\N	\N
"tt0097720"	"4.0"	"111"	\N	\N	\N
"tt0097726"	"4.3"	"96"	\N	\N	\N
"tt0097738"	"5.9"	"50"	\N	\N	\N
"tt0097743"	"6.0"	"21"	\N	\N	\N
"tt0097765"	"7.6"	"37"	\N	\N	\N
"tt0097769"	"6.2"	"1296"	\N	\N	\N
"tt0097775"	"5.8"	"2237"	\N	\N	\N
"tt0097802"	"6.8"	"66"	\N	\N	\N
"tt0097803"	"5.1"	"65"	\N	\N	\N
"tt0097820"	"4.5"	"17"	\N	\N	\N
"tt0097833"	"7.2"	"78"	\N	\N	\N
"tt0097837"	"4.4"	"54"	\N	\N	\N
"tt0097848"	"7.0"	"107"	\N	\N	\N
"tt0097849"	"5.0"	"6"	\N	\N	\N
"tt0097850"	"7.4"	"24"	\N	\N	\N
"tt0097851"	"7.8"	"448"	\N	\N	\N
"tt0097863"	"4.0"	"43"	\N	\N	\N
"tt0097864"	"5.5"	"23"	\N	\N	\N
"tt0097874"	"3.8"	"656"	\N	\N	\N
"tt0097875"	"6.9"	"213"	\N	\N	\N
"tt0097884"	"7.3"	"2235"	\N	\N	\N
"tt0097893"	"5.2"	"28"	\N	\N	\N
"tt0097910"	"5.0"	"3988"	\N	\N	\N
"tt0097912"	"7.1"	"35"	\N	\N	\N
"tt0097919"	"5.0"	"7"	\N	\N	\N
"tt0097928"	"5.1"	"45"	\N	\N	\N
"tt0097949"	"8.4"	"5"	\N	\N	\N
"tt0097968"	"7.1"	"80"	\N	\N	\N
"tt0097984"	"5.0"	"26"	\N	\N	\N
"tt0097994"	"5.7"	"519"	\N	\N	\N
"tt0098018"	"8.5"	"8"	\N	\N	\N
"tt0098030"	"6.8"	"180"	\N	\N	\N
"tt0098043"	"2.2"	"170"	\N	\N	\N
"tt0098050"	"7.9"	"40"	\N	\N	\N
"tt0098063"	"5.6"	"2610"	\N	\N	\N
"tt0098064"	"4.3"	"21"	\N	\N	\N
"tt0098069"	"5.0"	"69"	\N	\N	\N
"tt0098077"	"6.8"	"38"	\N	\N	\N
"tt0098100"	"5.6"	"23"	\N	\N	\N
"tt0098125"	"5.4"	"82"	\N	\N	\N
"tt0098136"	"4.5"	"1494"	\N	\N	\N
"tt0098144"	"7.8"	"9"	\N	\N	\N
"tt0098150"	"7.0"	"406"	\N	\N	\N
"tt0098172"	"4.8"	"43"	\N	\N	\N
"tt0098173"	"4.4"	"41"	\N	\N	\N
"tt0098181"	"5.1"	"7"	\N	\N	\N
"tt0098199"	"6.8"	"315"	\N	\N	\N
"tt0098211"	"2.3"	"178"	\N	\N	\N
"tt0098244"	"6.5"	"146"	\N	\N	\N
"tt0098256"	"3.5"	"12"	\N	\N	\N
"tt0098278"	"5.8"	"22"	\N	\N	\N
"tt0098293"	"4.5"	"109"	\N	\N	\N
"tt0098294"	"6.3"	"69"	\N	\N	\N
"tt0098344"	"3.6"	"417"	\N	\N	\N
"tt0098361"	"6.4"	"51"	\N	\N	\N
"tt0098372"	"5.8"	"129"	\N	\N	\N
"tt0098375"	"4.6"	"1892"	\N	\N	\N
"tt0098422"	"4.8"	"95"	\N	\N	\N
"tt0098426"	"6.8"	"152"	\N	\N	\N
"tt0098429"	"5.0"	"21"	\N	\N	\N
"tt0098461"	"5.7"	"315"	\N	\N	\N
"tt0098462"	"5.1"	"19"	\N	\N	\N
"tt0098467"	"4.2"	"139"	\N	\N	\N
"tt0098486"	"6.6"	"1816"	\N	\N	\N
"tt0098488"	"6.7"	"228"	\N	\N	\N
"tt0098514"	"4.2"	"11"	\N	\N	\N
"tt0098531"	"6.5"	"81"	\N	\N	\N
"tt0098532"	"7.6"	"7513"	\N	\N	\N
"tt0098534"	"6.3"	"30"	\N	\N	\N
"tt0098537"	"7.0"	"45"	\N	\N	\N
"tt0098542"	"8.2"	"48"	\N	\N	\N
"tt0098548"	"5.5"	"8"	\N	\N	\N
"tt0098584"	"6.6"	"150"	\N	\N	\N
"tt0098588"	"7.0"	"141"	\N	\N	\N
"tt0098606"	"6.4"	"1899"	\N	\N	\N
"tt0098629"	"7.1"	"44"	\N	\N	\N
"tt0098656"	"7.1"	"116"	\N	\N	\N
"tt0098657"	"7.4"	"10"	\N	\N	\N
"tt0098658"	"7.1"	"657"	\N	\N	\N
"tt0098682"	"6.9"	"44"	\N	\N	\N
"tt0098920"	"3.0"	"17"	\N	\N	\N
"tt0098958"	"5.3"	"130"	\N	\N	\N
"tt0098959"	"5.3"	"108"	\N	\N	\N
"tt0098961"	"5.5"	"790"	\N	\N	\N
"tt0098963"	"6.3"	"37"	\N	\N	\N
"tt0098965"	"1.7"	"686"	\N	\N	\N
"tt0098966"	"5.3"	"19878"	\N	"636"	\N
"tt0098967"	"6.8"	"5192"	\N	\N	\N
"tt0098970"	"5.8"	"75"	\N	\N	\N
"tt0098971"	"5.2"	"106"	\N	\N	\N
"tt0098972"	"6.5"	"159"	\N	\N	\N
"tt0098974"	"6.1"	"22"	\N	\N	\N
"tt0098976"	"4.7"	"500"	\N	\N	\N
"tt0098980"	"5.6"	"10"	\N	\N	\N
"tt0098981"	"5.7"	"40"	\N	\N	\N
"tt0098986"	"6.5"	"192"	\N	\N	\N
"tt0098987"	"6.3"	"15813"	\N	"2348"	\N
"tt0098988"	"5.5"	"34"	\N	\N	\N
"tt0098989"	"6.1"	"32"	\N	\N	\N
"tt0098990"	"7.2"	"330"	\N	\N	\N
"tt0098991"	"6.9"	"24"	\N	\N	\N
"tt0098992"	"2.8"	"5"	\N	\N	\N
"tt0098993"	"7.0"	"236"	\N	\N	\N
"tt0098994"	"6.6"	"2850"	\N	\N	\N
"tt0098996"	"4.0"	"203"	\N	\N	\N
"tt0098998"	"5.1"	"27"	\N	\N	\N
"tt0098999"	"7.7"	"7080"	\N	\N	\N
"tt0099000"	"7.0"	"156"	\N	\N	\N
"tt0099001"	"6.2"	"48"	\N	\N	\N
"tt0099004"	"5.2"	"55"	\N	\N	\N
"tt0099005"	"5.8"	"24361"	\N	"1221"	\N
"tt0099008"	"6.5"	"21"	\N	\N	\N
"tt0099009"	"6.6"	"157"	\N	\N	\N
"tt0099011"	"6.0"	"23"	\N	\N	\N
"tt0099012"	"6.6"	"11915"	\N	"3422"	\N
"tt0099013"	"5.9"	"16"	\N	\N	\N
"tt0099014"	"6.8"	"410"	\N	\N	\N
"tt0099015"	"7.0"	"25"	\N	\N	\N
"tt0099017"	"4.5"	"129"	\N	\N	\N
"tt0099018"	"5.4"	"3471"	\N	\N	\N
"tt0099025"	"4.3"	"31"	\N	\N	\N
"tt0099026"	"5.9"	"2525"	\N	\N	\N
"tt0099027"	"6.4"	"19"	\N	\N	\N
"tt0099028"	"7.9"	"669"	\N	\N	\N
"tt0099029"	"5.3"	"205"	\N	\N	\N
"tt0099030"	"2.9"	"1446"	\N	\N	\N
"tt0099034"	"6.0"	"27"	\N	\N	\N
"tt0099038"	"5.5"	"37"	\N	\N	\N
"tt0099039"	"5.0"	"456"	\N	\N	\N
"tt0099040"	"7.6"	"5681"	\N	\N	\N
"tt0099043"	"8.3"	"2172"	\N	\N	\N
"tt0099044"	"5.8"	"34117"	"3796"	"1354"	\N
"tt0099050"	"4.1"	"85"	\N	\N	\N
"tt0099051"	"5.1"	"18"	\N	\N	\N
"tt0099052"	"6.4"	"56357"	"3095"	"2589"	\N
"tt0099053"	"6.8"	"1065"	\N	\N	\N
"tt0099055"	"6.1"	"31"	\N	\N	\N
"tt0099056"	"4.5"	"24"	\N	\N	\N
"tt0099059"	"4.2"	"242"	\N	\N	\N
"tt0099067"	"6.3"	"13"	\N	\N	\N
"tt0099071"	"7.3"	"46"	\N	\N	\N
"tt0099072"	"6.2"	"277"	\N	\N	\N
"tt0099073"	"7.3"	"5216"	\N	\N	\N
"tt0099074"	"4.8"	"34"	\N	\N	\N
"tt0099075"	"5.9"	"132"	\N	\N	\N
"tt0099076"	"6.4"	"111"	\N	\N	\N
"tt0099077"	"7.8"	"107433"	"585"	"6674"	\N
"tt0099078"	"5.9"	"7"	\N	\N	\N
"tt0099080"	"5.9"	"945"	\N	\N	\N
"tt0099081"	"6.0"	"224"	\N	\N	\N
"tt0099083"	"4.7"	"122"	\N	\N	\N
"tt0099085"	"5.1"	"189"	\N	\N	\N
"tt0099088"	"7.4"	"340013"	"1174"	"5732"	\N
"tt0099089"	"5.6"	"168"	\N	\N	\N
"tt0099090"	"5.2"	"172"	\N	\N	\N
"tt0099091"	"6.2"	"6452"	\N	\N	\N
"tt0099092"	"4.1"	"173"	\N	\N	\N
"tt0099094"	"6.9"	"71"	\N	\N	\N
"tt0099095"	"6.7"	"38"	\N	\N	\N
"tt0099097"	"7.4"	"292"	\N	\N	\N
"tt0099098"	"5.8"	"68"	\N	\N	\N
"tt0099100"	"3.8"	"80"	\N	\N	\N
"tt0099103"	"6.9"	"144"	\N	\N	\N
"tt0099104"	"4.1"	"30"	\N	\N	\N
"tt0099106"	"5.1"	"15"	\N	\N	\N
"tt0099108"	"5.3"	"3711"	\N	\N	\N
"tt0099109"	"4.2"	"5"	\N	\N	\N
"tt0099110"	"6.2"	"25"	\N	\N	\N
"tt0099111"	"6.7"	"76"	\N	\N	\N
"tt0099112"	"6.7"	"6"	\N	\N	\N
"tt0099114"	"5.7"	"91"	\N	\N	\N
"tt0099118"	"7.0"	"154"	\N	\N	\N
"tt0099119"	"7.2"	"248"	\N	\N	\N
"tt0099120"	"6.5"	"51"	\N	\N	\N
"tt0099121"	"7.6"	"634"	\N	\N	\N
"tt0099123"	"6.0"	"15"	\N	\N	\N
"tt0099124"	"5.7"	"42"	\N	\N	\N
"tt0099125"	"5.3"	"6"	\N	\N	\N
"tt0099126"	"7.3"	"303"	\N	\N	\N
"tt0099127"	"6.7"	"294"	\N	\N	\N
"tt0099128"	"5.6"	"3053"	\N	\N	\N
"tt0099129"	"8.5"	"26"	\N	\N	\N
"tt0099130"	"5.9"	"9"	\N	\N	\N
"tt0099132"	"5.8"	"56"	\N	\N	\N
"tt0099134"	"5.5"	"111"	\N	\N	\N
"tt0099136"	"5.8"	"923"	\N	\N	\N
"tt0099138"	"6.9"	"851"	\N	\N	\N
"tt0099140"	"7.0"	"5"	\N	\N	\N
"tt0099141"	"5.9"	"35415"	"3715"	"1500"	\N
"tt0099142"	"5.6"	"1175"	\N	\N	\N
"tt0099145"	"2.5"	"10"	\N	\N	\N
"tt0099150"	"5.9"	"46"	\N	\N	\N
"tt0099151"	"4.9"	"491"	\N	\N	\N
"tt0099153"	"5.0"	"313"	\N	\N	\N
"tt0099155"	"5.0"	"499"	\N	\N	\N
"tt0099159"	"6.4"	"51"	\N	\N	\N
"tt0099160"	"5.7"	"10556"	\N	"1213"	\N
"tt0099163"	"5.9"	"19"	\N	\N	\N
"tt0099164"	"4.3"	"351"	\N	\N	\N
"tt0099165"	"5.5"	"19652"	\N	"870"	\N
"tt0099166"	"6.1"	"939"	\N	\N	\N
"tt0099167"	"7.2"	"179"	\N	\N	\N
"tt0099173"	"6.0"	"3022"	\N	\N	\N
"tt0099174"	"6.4"	"78"	\N	\N	\N
"tt0099175"	"6.5"	"44"	\N	\N	\N
"tt0099177"	"4.9"	"32"	\N	\N	\N
"tt0099178"	"3.9"	"77"	\N	\N	\N
"tt0099181"	"7.1"	"15"	\N	\N	\N
"tt0099183"	"5.6"	"73"	\N	\N	\N
"tt0099184"	"5.0"	"264"	\N	\N	\N
"tt0099185"	"6.3"	"26"	\N	\N	\N
"tt0099186"	"4.3"	"10"	\N	\N	\N
"tt0099187"	"4.3"	"554"	\N	\N	\N
"tt0099194"	"6.5"	"80"	\N	\N	\N
"tt0099195"	"5.0"	"30"	\N	\N	\N
"tt0099198"	"6.5"	"10"	\N	\N	\N
"tt0099200"	"6.3"	"530"	\N	\N	\N
"tt0099204"	"5.6"	"11941"	\N	"1160"	\N
"tt0099205"	"5.8"	"18"	\N	\N	\N
"tt0099210"	"6.0"	"119"	\N	\N	\N
"tt0099213"	"6.8"	"20"	\N	\N	\N
"tt0099214"	"6.2"	"25"	\N	\N	\N
"tt0099215"	"7.0"	"155"	\N	\N	\N
"tt0099218"	"6.8"	"152"	\N	\N	\N
"tt0099219"	"5.5"	"52"	\N	\N	\N
"tt0099221"	"6.0"	"36"	\N	\N	\N
"tt0099223"	"4.3"	"189"	\N	\N	\N
"tt0099226"	"7.0"	"182"	\N	\N	\N
"tt0099227"	"4.2"	"131"	\N	\N	\N
"tt0099228"	"4.9"	"54"	\N	\N	\N
"tt0099229"	"5.9"	"100"	\N	\N	\N
"tt0099233"	"3.3"	"17"	\N	\N	\N
"tt0099234"	"7.2"	"207"	\N	\N	\N
"tt0099236"	"6.6"	"249"	\N	\N	\N
"tt0099239"	"7.2"	"13"	\N	\N	\N
"tt0099240"	"6.7"	"159"	\N	\N	\N
"tt0099241"	"7.4"	"334"	\N	\N	\N
"tt0099244"	"5.2"	"60"	\N	\N	\N
"tt0099245"	"5.4"	"83"	\N	\N	\N
"tt0099249"	"6.1"	"27"	\N	\N	\N
"tt0099250"	"4.9"	"601"	\N	\N	\N
"tt0099253"	"5.8"	"37633"	"3851"	"1254"	\N
"tt0099255"	"6.8"	"74"	\N	\N	\N
"tt0099260"	"5.1"	"960"	\N	\N	\N
"tt0099261"	"5.1"	"34"	\N	\N	\N
"tt0099264"	"5.5"	"99"	\N	\N	\N
"tt0099265"	"6.6"	"155"	\N	\N	\N
"tt0099266"	"7.6"	"4223"	\N	\N	\N
"tt0099268"	"6.5"	"451"	\N	\N	\N
"tt0099271"	"4.6"	"701"	\N	\N	\N
"tt0099272"	"7.2"	"183"	\N	\N	\N
"tt0099273"	"7.1"	"114"	\N	\N	\N
"tt0099274"	"6.6"	"94"	\N	\N	\N
"tt0099275"	"6.4"	"41"	\N	\N	\N
"tt0099277"	"5.8"	"5620"	\N	\N	\N
"tt0099278"	"2.5"	"281"	\N	\N	\N
"tt0099280"	"3.3"	"225"	\N	\N	\N
"tt0099286"	"5.6"	"397"	\N	\N	\N
"tt0099291"	"6.7"	"2295"	\N	\N	\N
"tt0099292"	"6.4"	"3737"	\N	\N	\N
"tt0099293"	"5.8"	"1136"	\N	\N	\N
"tt0099295"	"5.7"	"108"	\N	\N	\N
"tt0099296"	"6.1"	"180"	\N	\N	\N
"tt0099297"	"4.5"	"31"	\N	\N	\N
"tt0099298"	"6.2"	"178"	\N	\N	\N
"tt0099299"	"5.2"	"23"	\N	\N	\N
"tt0099300"	"5.9"	"513"	\N	\N	\N
"tt0099302"	"4.6"	"80"	\N	\N	\N
"tt0099304"	"6.8"	"16"	\N	\N	\N
"tt0099305"	"4.8"	"196"	\N	\N	\N
"tt0099307"	"6.2"	"129"	\N	\N	\N
"tt0099308"	"5.7"	"7"	\N	\N	\N
"tt0099310"	"6.7"	"2001"	\N	\N	\N
"tt0099312"	"4.4"	"1103"	\N	\N	\N
"tt0099313"	"5.1"	"871"	\N	\N	\N
"tt0099315"	"5.2"	"30"	\N	\N	\N
"tt0099316"	"5.9"	"3770"	\N	\N	\N
"tt0099319"	"4.5"	"72"	\N	\N	\N
"tt0099320"	"4.5"	"19"	\N	\N	\N
"tt0099323"	"5.6"	"524"	\N	\N	\N
"tt0099326"	"7.4"	"7"	\N	\N	\N
"tt0099327"	"5.4"	"829"	\N	\N	\N
"tt0099329"	"6.5"	"49063"	"2911"	"2861"	\N
"tt0099330"	"3.4"	"67"	\N	\N	\N
"tt0099331"	"6.4"	"28"	\N	\N	\N
"tt0099333"	"4.6"	"66"	\N	\N	\N
"tt0099334"	"7.5"	"20025"	\N	"5934"	\N
"tt0099336"	"7.0"	"51"	\N	\N	\N
"tt0099338"	"6.5"	"105"	\N	\N	\N
"tt0099339"	"6.8"	"89"	\N	\N	\N
"tt0099340"	"6.6"	"78"	\N	\N	\N
"tt0099341"	"7.0"	"565"	\N	\N	\N
"tt0099342"	"5.8"	"685"	\N	\N	\N
"tt0099343"	"7.0"	"42"	\N	\N	\N
"tt0099344"	"5.8"	"93"	\N	\N	\N
"tt0099345"	"7.3"	"27"	\N	\N	\N
"tt0099346"	"5.8"	"72"	\N	\N	\N
"tt0099347"	"4.8"	"26"	\N	\N	\N
"tt0099348"	"8.0"	"212456"	"349"	"7008"	\N
"tt0099349"	"7.0"	"279"	\N	\N	\N
"tt0099350"	"7.1"	"11"	\N	\N	\N
"tt0099351"	"4.1"	"281"	\N	\N	\N
"tt0099352"	"6.2"	"159"	\N	\N	\N
"tt0099353"	"6.1"	"13"	\N	\N	\N
"tt0099355"	"3.5"	"31"	\N	\N	\N
"tt0099359"	"7.4"	"7"	\N	\N	\N
"tt0099361"	"5.6"	"27"	\N	\N	\N
"tt0099362"	"4.9"	"17"	\N	\N	\N
"tt0099364"	"5.1"	"1775"	\N	\N	\N
"tt0099365"	"6.4"	"52741"	"3051"	"2644"	\N
"tt0099371"	"5.9"	"69447"	"3741"	"1502"	\N
"tt0099374"	"4.1"	"222"	\N	\N	\N
"tt0099376"	"4.7"	"195"	\N	\N	\N
"tt0099378"	"5.2"	"150"	\N	\N	\N
"tt0099379"	"5.8"	"25"	\N	\N	\N
"tt0099385"	"5.7"	"14803"	\N	"1151"	\N
"tt0099388"	"3.5"	"640"	\N	\N	\N
"tt0099389"	"6.5"	"281"	\N	\N	\N
"tt0099392"	"6.4"	"192"	\N	\N	\N
"tt0099394"	"5.6"	"59"	\N	\N	\N
"tt0099395"	"4.5"	"1038"	\N	\N	\N
"tt0099397"	"5.8"	"611"	\N	\N	\N
"tt0099398"	"7.2"	"111"	\N	\N	\N
"tt0099399"	"4.8"	"5909"	\N	\N	\N
"tt0099401"	"5.1"	"1334"	\N	\N	\N
"tt0099402"	"5.2"	"62"	\N	\N	\N
"tt0099406"	"6.3"	"375"	\N	\N	\N
"tt0099407"	"6.0"	"89"	\N	\N	\N
"tt0099409"	"5.4"	"6106"	\N	\N	\N
"tt0099410"	"6.2"	"24"	\N	\N	\N
"tt0099411"	"5.7"	"29"	\N	\N	\N
"tt0099413"	"5.9"	"32"	\N	\N	\N
"tt0099414"	"4.2"	"43"	\N	\N	\N
"tt0099415"	"5.1"	"613"	\N	\N	\N
"tt0099416"	"4.7"	"38"	\N	\N	\N
"tt0099417"	"7.4"	"11"	\N	\N	\N
"tt0099421"	"4.2"	"5"	\N	\N	\N
"tt0099422"	"6.1"	"52200"	"3564"	"1801"	\N
"tt0099423"	"7.1"	"302352"	"1694"	"4899"	\N
"tt0099424"	"6.1"	"7"	\N	\N	\N
"tt0099425"	"6.1"	"16"	\N	\N	\N
"tt0099426"	"7.7"	"8886"	\N	\N	\N
"tt0099428"	"4.7"	"22"	\N	\N	\N
"tt0099429"	"6.8"	"4141"	\N	\N	\N
"tt0099430"	"5.5"	"385"	\N	\N	\N
"tt0099431"	"6.2"	"12"	\N	\N	\N
"tt0099432"	"5.9"	"601"	\N	\N	\N
"tt0099435"	"7.3"	"20"	\N	\N	\N
"tt0099436"	"7.0"	"741"	\N	\N	\N
"tt0099437"	"7.2"	"133"	\N	\N	\N
"tt0099438"	"3.8"	"19"	\N	\N	\N
"tt0099439"	"6.8"	"36"	\N	\N	\N
"tt0099440"	"5.4"	"88"	\N	\N	\N
"tt0099441"	"5.4"	"537"	\N	\N	\N
"tt0099442"	"5.2"	"20"	\N	\N	\N
"tt0099443"	"5.0"	"16"	\N	\N	\N
"tt0099444"	"5.0"	"6"	\N	\N	\N
"tt0099445"	"4.9"	"363"	\N	\N	\N
"tt0099446"	"7.1"	"492"	\N	\N	\N
"tt0099449"	"6.0"	"80"	\N	\N	\N
"tt0099450"	"5.9"	"2068"	\N	\N	\N
"tt0099452"	"4.0"	"25"	\N	\N	\N
"tt0099454"	"5.8"	"10"	\N	\N	\N
"tt0099455"	"5.8"	"33"	\N	\N	\N
